Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1979-80,English Seminar In London,George Soule,Fall,25,UK,UK
1979-80,French Language In Pau I,Cathy Yandell,Spring,25,France,France
1979-80,French Language In Pau II,Lisa Neal & Milan Kovacovic,Winter/Spring,18,France,France
1979-80,International Relations Seminar In Geneva,Hartley Clark,Fall,25,Switzerland,Switzerland
1979-80,Marine Biology Seminar In California,Gary Wagenbach,Fall,22,USA,USA
