Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1972-73,Interdisciplinary Seminar In London,Bob Bonner & Vern Bailey,Fall,31,UK,UK
1972-73,Language Training Program In Pau,Michel Monnot,Spring,25,France,France
