Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1990-91,Archeology & Anthropology In Nepal,James F. Fisher & Nancy Wilkie,Winter,13,Nepal,Nepal
1990-91,Art History In Amsterdam,Alison Kettering,Fall,21,The Netherlands,The Netherlands
1990-91,Economics Seminar In Cambridge,Robert Will,Summer,22,UK,UK
1990-91,English Seminar In London,Keith Harrison,Winter,25,UK,UK
1990-91,French Language In Pau I,Scott Carpenter,Spring,23,France,France
1990-91,French Seminar In Paris,Geneviève Soulas-Link & Carl Weiner,Spring,22,France,France
1990-91,German Seminar In Berlin,Sigrun Leonhard,Fall,16,Germany,Germany
1990-91,"Political Science Seminar In Washington, D.C.",Steven Schier,Winter,21,USA,USA
1990-91,Spanish Seminar In Morelia,Diane Pearsall,Winter,11,Mexico,Mexico
