Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1974-75,Art History In Greece,Dale Haworth,Fall,22,Greece,Greece
1974-75,English Seminar In London,George Soule,Fall,21,UK,UK
1974-75,French Language In Pau I,Byron Leonard,Spring,23,France,France
1974-75,French Language In Pau II,Michel Monnot,Winter/Spring,12,France,France
