Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1978-79,English Seminar In London,Wayne Carver,Fall,23,UK,UK
1978-79,French Language In Pau I,Bob Fields,Spring,27,France,France
1978-79,French Language In Pau II,Michel Monnot,Winter/Spring,12,France,France
1978-79,German Seminar In Nuremberg,Roger Paas,Fall,20,Germany,Germany
