Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1993-94,Economics Seminar In Cambridge,Mike Hemesath,Summer,23,UK,UK
1993-94,English & Psychology Seminar In London,Constance Walker & Neil Lutsky,Winter,33,UK,UK
1993-94,French Language In Pau I,Éva Pósfay,Spring,18,France,France
1993-94,French Seminar In Paris,Chérif Keïta,Spring,23,France,France
1993-94,Geology Seminar In Italy,David Bice,Fall,23,Italy,Italy
1993-94,"German Seminar In Graz, Austria",Anne Uimer,Fall,17,Austria,Austria
1993-94,Marine Biology Seminar In Australia & New Zealand,Gary Wagenbach,Winter,25,Australia,"Australia, New Zealand"
1993-94,Political Science Seminar In Maastricht,Gary Wynia,Summer,22,The Netherlands,The Netherlands
1993-94,Spanish Seminar In Morelia,Diane Pearsall,Winter,21,Mexico,Mexico
