Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1970-71,"History Seminar In Caen, France",Carl Weiner,Spring,16,France,France
1970-71,Japan Study Summer Seminar,Barry Jackman,Summer/Fall,14,Japan,Japan
