Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1976-77,English Seminar In London,Ed Sostek,Winter,21,UK,UK
1976-77,French Language In Pau I,Michel Monnot,Spring,22,France,France
1976-77,French Language In Pau II,Michel Monnot,Winter/Spring,3,France,France
1976-77,German Seminar In Trier,Ulf Zimmerman,Fall,21,Germany,Germany
