Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1969-70,African Seminar (ivory Coast Only),Elhanan Hagolani,Summer/Fall,14,Ivory Coast,Ivory Coast
1969-70,Japan Study Summer Seminar,Bardwell Smith,Summer/Fall,17,Japan,Japan
1969-70,Sociology Seminar In Puerto Rico,Byron Fox,Winter,20,USA,USA
