Acad. Yr,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited
1975-76,English Seminar In London,James McDonnell,Summer,21,UK,UK
1975-76,French Language In Pau I,Hervé Pensec,Spring,24,France,France
1975-76,French Language In Pau II,Michel Monnot,Winter/Spring,5,France,France
1975-76,International Relations Seminar In Geneva,Hartley Clark,Summer,20,Switzerland,Switzerland
1975-76,Marine Biology Seminar In California,Gary Wagenbach,Fall,20,USA,USA
