Start Date,End Date,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited,Photos
2000/12,2001/03,American Studies Seminar In California,Mike Kowalewski,Winter,23,USA,USA
2000/06,2000/08,Economics Seminar In Cambridge,Martha Paas,Summer,21,UK,UK
2000/08,2000/11,English Literature And Theater In London,Chiara Briganti,Fall,21,UK,UK
2001/03,2001/06,French Seminar In Paris,Dana Strand,Spring,17,France,France
2000/12,2001/03,Geology In The Bahamas,Clint Cowan,Winter Break,12,Bahamas,Bahamas
2000/08,2000/11,German Seminar In Nuremberg,Roger Paas,Fall,13,Germany,Germany
2000/12,2001/03,"Political Science Seminar In Washington, D.C.",Steven Schier,Winter,20,USA,USA
2000/12,2001/03,Posc In China/mexico,Roy Grow & Al Montero,Winter Break,20,"China/Mexico (10 in China, 10 in Mexico)","China/Mexico (10 in China, 10 in Mexico)"
2001/03,2001/06,Russian Seminar In Moscow,Diane Nemec-Ignashev,Spring,13,Russia,Russia
2000/12,2001/03,Spanish Seminar In Morelia,Diane Pearsall,Winter,11,Mexico,Mexico
2000/12,2001/03,Studio Art Seminar In Nz & Australia,Fred Hagstrom,Winter,26,"Australia, New Zealand","Australia, New Zealand"
2000/12,2001/03,Tropical Field Ecology In Costa Rica,Mark McKone,Winter Break,14,Costa Rica,Costa Rica
