Start Date,End Date,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited,Photos
1992/08,1992/11,Art History In Greece,Dale Haworth,Fall,18,Greece,Greece
1992/06,1992/08,Economics Seminar In Cambridge,Martha Paas,Summer,21,UK,UK
1992/06,1992/08,English Seminar In Dublin,James McDonnell,Summer,22,Ireland,Ireland
1992/08,1992/11,English Seminar In London,George Soule,Fall,19,UK,UK
1993/03,1993/06,French Language In Pau I,Éva Pósfay,Spring,20,France,France
1993/03,1993/06,French Seminar In Paris,Geneviève Soulas-Link,Spring,16,France,France
1992/08,1992/11,German Seminar In Nuremberg,Roger Paas,Fall,17,Germany,Germany
1992/12,1993/03,"Political Science Seminar In Washington, D.C.",Steven Schier,Winter,20,USA,USA
1992/12,1993/03,Spanish Seminar In Morelia,Humberto Huergo,Winter,17,Mexico,Mexico
1992/12,1993/03,Tropical Field Ecology In Costa Rica,Mark McKone,Winter Break,NDA,Costa Rica,Costa Rica
